date,store_id,product_id,units_sold
2026-07-11,S001,P003,3
2026-07-11,S001,P004,5
2026-07-11,S001,P007,4
2026-07-11,S001,P009,2
2026-07-11,S001,P010,4
2026-07-11,S001,P011,6
2026-07-11,S001,P013,3
2026-07-11,S001,P014,3
2026-07-11,S001,P015,2
2026-07-11,S001,P016,1
2026-07-11,S001,P017,2
2026-07-11,S001,P019,1
2026-07-11,S001,P020,2
2026-07-11,S001,P021,1
2026-07-11,S001,P023,1
2026-07-11,S002,P001,4
2026-07-11,S002,P002,2
2026-07-11,S002,P004,4
2026-07-11,S002,P008,3
2026-07-11,S002,P009,2
2026-07-11,S002,P010,6
2026-07-11,S002,P011,5
2026-07-11,S002,P013,4
2026-07-11,S002,P014,4
2026-07-11,S002,P017,2
2026-07-11,S002,P019,1
2026-07-11,S002,P021,1
2026-07-11,S002,P023,1
2026-07-11,S003,P002,3
2026-07-11,S003,P004,9
2026-07-11,S003,P005,4
2026-07-11,S003,P006,4
2026-07-11,S003,P009,3
2026-07-11,S003,P010,5
2026-07-11,S003,P012,3
2026-07-11,S003,P013,1
2026-07-11,S003,P015,1
2026-07-11,S003,P017,2
2026-07-11,S003,P021,1
2026-07-11,S003,P022,3
2026-07-11,S003,P023,1
2026-07-11,S003,P025,2
2026-07-12,S001,P001,4
2026-07-12,S001,P004,5
2026-07-12,S001,P005,6
2026-07-12,S001,P007,3
2026-07-12,S001,P010,3
2026-07-12,S001,P011,5
2026-07-12,S001,P012,3
2026-07-12,S001,P013,2
2026-07-12,S001,P014,3
2026-07-12,S001,P016,2
2026-07-12,S001,P019,1
2026-07-12,S001,P020,2
2026-07-12,S001,P021,1
2026-07-12,S001,P022,3
2026-07-12,S001,P023,1
2026-07-12,S001,P025,2
2026-07-12,S002,P001,5
2026-07-12,S002,P002,2
2026-07-12,S002,P003,3
2026-07-12,S002,P004,6
2026-07-12,S002,P006,3
2026-07-12,S002,P008,4
2026-07-12,S002,P010,4
2026-07-12,S002,P011,5
2026-07-12,S002,P012,4
2026-07-12,S002,P014,4
2026-07-12,S002,P015,2
2026-07-12,S002,P016,2
2026-07-12,S002,P017,1
2026-07-12,S002,P019,2
2026-07-12,S002,P021,1
2026-07-12,S002,P022,2
2026-07-12,S002,P023,1
2026-07-12,S002,P025,2
2026-07-12,S003,P001,3
2026-07-12,S003,P003,1
2026-07-12,S003,P004,6
2026-07-12,S003,P005,4
2026-07-12,S003,P006,4
2026-07-12,S003,P007,3
2026-07-12,S003,P008,4
2026-07-12,S003,P010,7
2026-07-12,S003,P014,3
2026-07-12,S003,P015,1
2026-07-12,S003,P016,1
2026-07-12,S003,P019,1
2026-07-12,S003,P020,2
2026-07-12,S003,P021,1
2026-07-12,S003,P022,4
2026-07-12,S003,P025,3
2026-07-13,S001,P001,4
2026-07-13,S001,P002,2
2026-07-13,S001,P003,2
2026-07-13,S001,P006,3
2026-07-13,S001,P010,7
2026-07-13,S001,P011,6
2026-07-13,S001,P014,3
2026-07-13,S001,P015,2
2026-07-13,S001,P016,2
2026-07-13,S001,P020,2
2026-07-13,S001,P022,4
2026-07-13,S001,P023,1
2026-07-13,S001,P025,1
2026-07-13,S002,P001,6
2026-07-13,S002,P002,3
2026-07-13,S002,P003,2
2026-07-13,S002,P004,7
2026-07-13,S002,P006,4
2026-07-13,S002,P008,2
2026-07-13,S002,P009,2
2026-07-13,S002,P010,7
2026-07-13,S002,P011,7
2026-07-13,S002,P012,4
2026-07-13,S002,P013,4
2026-07-13,S002,P014,6
2026-07-13,S002,P015,2
2026-07-13,S002,P016,2
2026-07-13,S002,P019,1
2026-07-13,S002,P020,3
2026-07-13,S002,P022,2
2026-07-13,S002,P023,1
2026-07-13,S003,P001,4
2026-07-13,S003,P003,1
2026-07-13,S003,P004,6
2026-07-13,S003,P005,6
2026-07-13,S003,P007,4
2026-07-13,S003,P008,5
2026-07-13,S003,P009,1
2026-07-13,S003,P010,5
2026-07-13,S003,P011,4
2026-07-13,S003,P012,2
2026-07-13,S003,P014,4
2026-07-13,S003,P016,1
2026-07-13,S003,P021,1
2026-07-13,S003,P022,3
2026-07-13,S003,P025,1
2026-07-14,S001,P002,2
2026-07-14,S001,P004,2
2026-07-14,S001,P005,6
2026-07-14,S001,P007,4
2026-07-14,S001,P009,1
2026-07-14,S001,P010,5
2026-07-14,S001,P012,2
2026-07-14,S001,P013,2
2026-07-14,S001,P016,1
2026-07-14,S001,P017,1
2026-07-14,S001,P019,1
2026-07-14,S001,P022,3
2026-07-14,S001,P023,1
2026-07-14,S002,P001,4
2026-07-14,S002,P002,2
2026-07-14,S002,P003,1
2026-07-14,S002,P005,4
2026-07-14,S002,P006,3
2026-07-14,S002,P007,4
2026-07-14,S002,P009,1
2026-07-14,S002,P010,4
2026-07-14,S002,P011,6
2026-07-14,S002,P012,3
2026-07-14,S002,P013,4
2026-07-14,S002,P014,3
2026-07-14,S002,P015,2
2026-07-14,S002,P016,2
2026-07-14,S002,P020,2
2026-07-14,S002,P021,1
2026-07-14,S002,P022,2
2026-07-14,S003,P001,4
2026-07-14,S003,P002,2
2026-07-14,S003,P004,4
2026-07-14,S003,P007,4
2026-07-14,S003,P008,3
2026-07-14,S003,P009,1
2026-07-14,S003,P010,4
2026-07-14,S003,P011,5
2026-07-14,S003,P012,3
2026-07-14,S003,P013,4
2026-07-14,S003,P016,2
2026-07-14,S003,P019,1
2026-07-14,S003,P020,1
2026-07-14,S003,P021,1
2026-07-15,S001,P003,2
2026-07-15,S001,P004,8
2026-07-15,S001,P005,5
2026-07-15,S001,P008,5
2026-07-15,S001,P009,1
2026-07-15,S001,P010,8
2026-07-15,S001,P011,5
2026-07-15,S001,P013,4
2026-07-15,S001,P015,2
2026-07-15,S001,P016,3
2026-07-15,S001,P017,3
2026-07-15,S001,P019,1
2026-07-15,S001,P020,3
2026-07-15,S001,P021,1
2026-07-15,S001,P023,1
2026-07-15,S001,P025,2
2026-07-15,S002,P001,4
2026-07-15,S002,P002,2
2026-07-15,S002,P003,2
2026-07-15,S002,P004,9
2026-07-15,S002,P005,4
2026-07-15,S002,P007,4
2026-07-15,S002,P008,4
2026-07-15,S002,P009,3
2026-07-15,S002,P010,7
2026-07-15,S002,P012,3
2026-07-15,S002,P014,4
2026-07-15,S002,P015,2
2026-07-15,S002,P017,2
2026-07-15,S002,P019,1
2026-07-15,S002,P020,2
2026-07-15,S002,P022,3
2026-07-15,S002,P023,1
2026-07-15,S002,P025,2
2026-07-15,S003,P001,4
2026-07-15,S003,P003,2
2026-07-15,S003,P004,7
2026-07-15,S003,P006,3
2026-07-15,S003,P008,3
2026-07-15,S003,P009,1
2026-07-15,S003,P010,5
2026-07-15,S003,P013,1
2026-07-15,S003,P014,5
2026-07-15,S003,P015,1
2026-07-15,S003,P016,2
2026-07-15,S003,P019,1
2026-07-15,S003,P020,2
2026-07-15,S003,P021,1
2026-07-15,S003,P022,2
2026-07-15,S003,P025,2
2026-07-16,S001,P004,6
2026-07-16,S001,P006,2
2026-07-16,S001,P007,3
2026-07-16,S001,P008,4
2026-07-16,S001,P009,2
2026-07-16,S001,P010,4
2026-07-16,S001,P012,3
2026-07-16,S001,P014,5
2026-07-16,S001,P016,2
2026-07-16,S001,P017,2
2026-07-16,S001,P019,1
2026-07-16,S001,P020,2
2026-07-16,S001,P025,1
2026-07-16,S002,P001,4
2026-07-16,S002,P002,3
2026-07-16,S002,P003,2
2026-07-16,S002,P004,5
2026-07-16,S002,P005,6
2026-07-16,S002,P008,2
2026-07-16,S002,P009,3
2026-07-16,S002,P010,5
2026-07-16,S002,P011,6
2026-07-16,S002,P012,4
2026-07-16,S002,P013,5
2026-07-16,S002,P014,4
2026-07-16,S002,P015,2
2026-07-16,S002,P016,3
2026-07-16,S002,P019,1
2026-07-16,S002,P020,2
2026-07-16,S002,P023,1
2026-07-16,S002,P025,2
2026-07-16,S003,P002,2
2026-07-16,S003,P003,2
2026-07-16,S003,P004,6
2026-07-16,S003,P005,4
2026-07-16,S003,P006,3
2026-07-16,S003,P008,3
2026-07-16,S003,P009,2
2026-07-16,S003,P010,5
2026-07-16,S003,P011,6
2026-07-16,S003,P012,3
2026-07-16,S003,P013,3
2026-07-16,S003,P014,3
2026-07-16,S003,P016,2
2026-07-16,S003,P017,1
2026-07-16,S003,P020,3
2026-07-16,S003,P022,3
2026-07-16,S003,P023,1
2026-07-16,S003,P025,2
2026-07-17,S001,P001,6
2026-07-17,S001,P004,7
2026-07-17,S001,P005,4
2026-07-17,S001,P006,2
2026-07-17,S001,P007,3
2026-07-17,S001,P008,5
2026-07-17,S001,P009,3
2026-07-17,S001,P010,6
2026-07-17,S001,P014,3
2026-07-17,S001,P015,2
2026-07-17,S001,P019,1
2026-07-17,S001,P021,1
2026-07-17,S001,P022,2
2026-07-17,S001,P025,1
2026-07-17,S002,P001,3
2026-07-17,S002,P002,2
2026-07-17,S002,P003,2
2026-07-17,S002,P004,8
2026-07-17,S002,P005,6
2026-07-17,S002,P006,4
2026-07-17,S002,P007,3
2026-07-17,S002,P010,4
2026-07-17,S002,P011,5
2026-07-17,S002,P014,5
2026-07-17,S002,P015,1
2026-07-17,S002,P016,2
2026-07-17,S002,P017,2
2026-07-17,S002,P020,2
2026-07-17,S002,P021,1
2026-07-17,S002,P022,2
2026-07-17,S002,P023,1
2026-07-17,S002,P025,2
2026-07-17,S003,P001,5
2026-07-17,S003,P002,2
2026-07-17,S003,P003,1
2026-07-17,S003,P004,5
2026-07-17,S003,P009,2
2026-07-17,S003,P010,6
2026-07-17,S003,P013,4
2026-07-17,S003,P014,5
2026-07-17,S003,P015,2
2026-07-17,S003,P023,1
2026-07-17,S003,P025,2
2026-07-18,S001,P001,5
2026-07-18,S001,P002,3
2026-07-18,S001,P003,2
2026-07-18,S001,P004,6
2026-07-18,S001,P005,5
2026-07-18,S001,P007,2
2026-07-18,S001,P008,4
2026-07-18,S001,P009,2
2026-07-18,S001,P010,6
2026-07-18,S001,P012,2
2026-07-18,S001,P013,2
2026-07-18,S001,P014,5
2026-07-18,S001,P015,2
2026-07-18,S001,P016,3
2026-07-18,S001,P017,2
2026-07-18,S001,P019,1
2026-07-18,S001,P021,2
2026-07-18,S001,P022,2
2026-07-18,S001,P023,1
2026-07-18,S002,P002,2
2026-07-18,S002,P003,1
2026-07-18,S002,P004,4
2026-07-18,S002,P005,6
2026-07-18,S002,P006,2
2026-07-18,S002,P008,4
2026-07-18,S002,P009,2
2026-07-18,S002,P011,4
2026-07-18,S002,P012,3
2026-07-18,S002,P013,2
2026-07-18,S002,P015,2
2026-07-18,S002,P016,3
2026-07-18,S002,P017,2
2026-07-18,S002,P020,2
2026-07-18,S002,P022,4
2026-07-18,S002,P025,2
2026-07-18,S003,P002,2
2026-07-18,S003,P004,7
2026-07-18,S003,P005,6
2026-07-18,S003,P006,2
2026-07-18,S003,P007,4
2026-07-18,S003,P008,5
2026-07-18,S003,P009,2
2026-07-18,S003,P010,5
2026-07-18,S003,P011,6
2026-07-18,S003,P012,3
2026-07-18,S003,P014,5
2026-07-18,S003,P016,1
2026-07-18,S003,P019,1
2026-07-18,S003,P020,1
2026-07-18,S003,P022,3
2026-07-18,S003,P023,1
2026-07-18,S003,P025,2
2026-07-19,S001,P003,3
2026-07-19,S001,P004,7
2026-07-19,S001,P005,5
2026-07-19,S001,P007,2
2026-07-19,S001,P009,2
2026-07-19,S001,P010,4
2026-07-19,S001,P011,5
2026-07-19,S001,P013,3
2026-07-19,S001,P015,2
2026-07-19,S001,P016,3
2026-07-19,S001,P017,2
2026-07-19,S001,P019,1
2026-07-19,S001,P020,1
2026-07-19,S001,P023,1
2026-07-19,S001,P025,1
2026-07-19,S002,P001,4
2026-07-19,S002,P004,4
2026-07-19,S002,P005,4
2026-07-19,S002,P006,4
2026-07-19,S002,P007,4
2026-07-19,S002,P008,3
2026-07-19,S002,P009,2
2026-07-19,S002,P010,6
2026-07-19,S002,P012,2
2026-07-19,S002,P015,2
2026-07-19,S002,P020,2
2026-07-19,S002,P021,1
2026-07-19,S002,P022,3
2026-07-19,S002,P025,1
2026-07-19,S003,P003,2
2026-07-19,S003,P004,4
2026-07-19,S003,P005,4
2026-07-19,S003,P006,3
2026-07-19,S003,P008,4
2026-07-19,S003,P009,2
2026-07-19,S003,P010,5
2026-07-19,S003,P011,6
2026-07-19,S003,P013,3
2026-07-19,S003,P014,5
2026-07-19,S003,P016,2
2026-07-19,S003,P017,2
2026-07-19,S003,P019,1
2026-07-19,S003,P020,3
2026-07-19,S003,P025,2
2026-07-20,S001,P002,2
2026-07-20,S001,P003,2
2026-07-20,S001,P004,8
2026-07-20,S001,P005,5
2026-07-20,S001,P007,3
2026-07-20,S001,P008,4
2026-07-20,S001,P010,3
2026-07-20,S001,P012,3
2026-07-20,S001,P014,3
2026-07-20,S001,P015,2
2026-07-20,S001,P019,1
2026-07-20,S001,P020,3
2026-07-20,S001,P022,3
2026-07-20,S001,P023,1
2026-07-20,S002,P001,6
2026-07-20,S002,P003,2
2026-07-20,S002,P004,5
2026-07-20,S002,P005,5
2026-07-20,S002,P006,3
2026-07-20,S002,P008,4
2026-07-20,S002,P010,3
2026-07-20,S002,P011,4
2026-07-20,S002,P013,4
2026-07-20,S002,P014,4
2026-07-20,S002,P017,2
2026-07-20,S002,P019,1
2026-07-20,S002,P020,3
2026-07-20,S002,P023,1
2026-07-20,S002,P025,2
2026-07-20,S003,P001,3
2026-07-20,S003,P006,3
2026-07-20,S003,P007,2
2026-07-20,S003,P008,4
2026-07-20,S003,P009,2
2026-07-20,S003,P010,6
2026-07-20,S003,P011,4
2026-07-20,S003,P013,3
2026-07-20,S003,P014,3
2026-07-20,S003,P016,2
2026-07-20,S003,P017,2
2026-07-20,S003,P019,1
2026-07-20,S003,P021,1
2026-07-20,S003,P022,3
2026-07-20,S003,P025,2
2026-07-21,S001,P001,5
2026-07-21,S001,P004,5
2026-07-21,S001,P005,4
2026-07-21,S001,P006,4
2026-07-21,S001,P007,4
2026-07-21,S001,P009,2
2026-07-21,S001,P012,4
2026-07-21,S001,P014,4
2026-07-21,S001,P017,1
2026-07-21,S001,P019,1
2026-07-21,S001,P020,2
2026-07-21,S001,P021,1
2026-07-21,S001,P022,2
2026-07-21,S001,P023,1
2026-07-21,S002,P002,2
2026-07-21,S002,P003,3
2026-07-21,S002,P004,5
2026-07-21,S002,P005,7
2026-07-21,S002,P008,4
2026-07-21,S002,P010,3
2026-07-21,S002,P011,7
2026-07-21,S002,P013,3
2026-07-21,S002,P015,2
2026-07-21,S002,P016,3
2026-07-21,S002,P019,1
2026-07-21,S002,P021,1
2026-07-21,S002,P022,3
2026-07-21,S003,P004,7
2026-07-21,S003,P005,5
2026-07-21,S003,P007,4
2026-07-21,S003,P008,5
2026-07-21,S003,P009,3
2026-07-21,S003,P010,5
2026-07-21,S003,P011,3
2026-07-21,S003,P013,3
2026-07-21,S003,P014,5
2026-07-21,S003,P015,2
2026-07-21,S003,P016,2
2026-07-21,S003,P017,2
2026-07-21,S003,P019,1
2026-07-21,S003,P022,4
2026-07-21,S003,P023,1
2026-07-22,S001,P003,2
2026-07-22,S001,P004,8
2026-07-22,S001,P005,5
2026-07-22,S001,P006,4
2026-07-22,S001,P007,4
2026-07-22,S001,P008,3
2026-07-22,S001,P009,2
2026-07-22,S001,P010,5
2026-07-22,S001,P011,5
2026-07-22,S001,P012,3
2026-07-22,S001,P014,4
2026-07-22,S001,P015,2
2026-07-22,S001,P017,3
2026-07-22,S001,P019,1
2026-07-22,S001,P020,2
2026-07-22,S001,P021,1
2026-07-22,S001,P023,1
2026-07-22,S002,P002,2
2026-07-22,S002,P004,10
2026-07-22,S002,P005,3
2026-07-22,S002,P006,5
2026-07-22,S002,P009,2
2026-07-22,S002,P010,8
2026-07-22,S002,P011,7
2026-07-22,S002,P013,1
2026-07-22,S002,P015,2
2026-07-22,S002,P016,2
2026-07-22,S002,P017,2
2026-07-22,S002,P019,1
2026-07-22,S002,P021,1
2026-07-22,S002,P023,1
2026-07-22,S002,P025,1
2026-07-22,S003,P001,4
2026-07-22,S003,P002,2
2026-07-22,S003,P003,2
2026-07-22,S003,P004,7
2026-07-22,S003,P007,3
2026-07-22,S003,P010,5
2026-07-22,S003,P011,5
2026-07-22,S003,P012,4
2026-07-22,S003,P015,3
2026-07-22,S003,P016,3
2026-07-22,S003,P017,2
2026-07-22,S003,P019,1
2026-07-22,S003,P021,1
2026-07-22,S003,P022,3
2026-07-22,S003,P023,1
2026-07-23,S001,P002,2
2026-07-23,S001,P003,2
2026-07-23,S001,P004,5
2026-07-23,S001,P005,4
2026-07-23,S001,P006,3
2026-07-23,S001,P007,3
2026-07-23,S001,P008,5
2026-07-23,S001,P009,2
2026-07-23,S001,P010,5
2026-07-23,S001,P012,2
2026-07-23,S001,P013,3
2026-07-23,S001,P014,5
2026-07-23,S001,P015,1
2026-07-23,S001,P019,1
2026-07-23,S001,P020,2
2026-07-23,S001,P023,1
2026-07-23,S002,P003,2
2026-07-23,S002,P004,7
2026-07-23,S002,P007,3
2026-07-23,S002,P010,4
2026-07-23,S002,P011,4
2026-07-23,S002,P012,2
2026-07-23,S002,P013,3
2026-07-23,S002,P014,5
2026-07-23,S002,P016,2
2026-07-23,S002,P017,2
2026-07-23,S002,P019,1
2026-07-23,S002,P020,3
2026-07-23,S002,P021,1
2026-07-23,S002,P023,1
2026-07-23,S002,P025,2
2026-07-23,S003,P001,4
2026-07-23,S003,P003,2
2026-07-23,S003,P004,4
2026-07-23,S003,P005,5
2026-07-23,S003,P006,3
2026-07-23,S003,P007,3
2026-07-23,S003,P008,3
2026-07-23,S003,P009,2
2026-07-23,S003,P010,4
2026-07-23,S003,P011,5
2026-07-23,S003,P012,3
2026-07-23,S003,P013,4
2026-07-23,S003,P015,2
2026-07-23,S003,P016,1
2026-07-23,S003,P021,1
2026-07-23,S003,P022,3
2026-07-24,S001,P001,5
2026-07-24,S001,P005,7
2026-07-24,S001,P006,3
2026-07-24,S001,P007,3
2026-07-24,S001,P010,7
2026-07-24,S001,P012,3
2026-07-24,S001,P013,4
2026-07-24,S001,P015,2
2026-07-24,S001,P016,1
2026-07-24,S001,P017,2
2026-07-24,S001,P020,2
2026-07-24,S001,P023,1
2026-07-24,S001,P025,2
2026-07-24,S002,P001,5
2026-07-24,S002,P003,2
2026-07-24,S002,P004,5
2026-07-24,S002,P005,6
2026-07-24,S002,P006,5
2026-07-24,S002,P007,4
2026-07-24,S002,P010,4
2026-07-24,S002,P011,6
2026-07-24,S002,P012,3
2026-07-24,S002,P013,5
2026-07-24,S002,P014,5
2026-07-24,S002,P015,2
2026-07-24,S002,P017,2
2026-07-24,S002,P019,1
2026-07-24,S002,P022,3
2026-07-24,S003,P001,4
2026-07-24,S003,P003,2
2026-07-24,S003,P004,6
2026-07-24,S003,P009,2
2026-07-24,S003,P010,4
2026-07-24,S003,P011,4
2026-07-24,S003,P012,3
2026-07-24,S003,P014,3
2026-07-24,S003,P015,2
2026-07-24,S003,P016,3
2026-07-24,S003,P017,2
2026-07-24,S003,P020,2
2026-07-24,S003,P023,1
2026-07-24,S003,P025,2
2026-07-25,S001,P002,2
2026-07-25,S001,P003,2
2026-07-25,S001,P004,7
2026-07-25,S001,P010,5
2026-07-25,S001,P011,5
2026-07-25,S001,P012,3
2026-07-25,S001,P013,2
2026-07-25,S001,P015,2
2026-07-25,S001,P017,2
2026-07-25,S001,P019,1
2026-07-25,S001,P022,3
2026-07-25,S001,P025,2
2026-07-25,S002,P001,5
2026-07-25,S002,P003,2
2026-07-25,S002,P004,6
2026-07-25,S002,P005,4
2026-07-25,S002,P006,3
2026-07-25,S002,P007,4
2026-07-25,S002,P009,2
2026-07-25,S002,P012,3
2026-07-25,S002,P014,2
2026-07-25,S002,P015,2
2026-07-25,S002,P019,1
2026-07-25,S002,P020,2
2026-07-25,S002,P022,2
2026-07-25,S002,P023,1
2026-07-25,S003,P001,3
2026-07-25,S003,P003,1
2026-07-25,S003,P004,5
2026-07-25,S003,P006,2
2026-07-25,S003,P007,4
2026-07-25,S003,P008,4
2026-07-25,S003,P009,2
2026-07-25,S003,P010,6
2026-07-25,S003,P011,5
2026-07-25,S003,P012,3
2026-07-25,S003,P013,2
2026-07-25,S003,P014,3
2026-07-25,S003,P015,2
2026-07-25,S003,P020,2
2026-07-25,S003,P021,1
2026-07-25,S003,P022,3
2026-07-25,S003,P023,1
2026-07-25,S003,P025,2
2026-07-26,S001,P001,4
2026-07-26,S001,P002,2
2026-07-26,S001,P003,2
2026-07-26,S001,P004,7
2026-07-26,S001,P006,2
2026-07-26,S001,P007,2
2026-07-26,S001,P008,5
2026-07-26,S001,P010,3
2026-07-26,S001,P011,6
2026-07-26,S001,P012,3
2026-07-26,S001,P015,2
2026-07-26,S001,P016,1
2026-07-26,S001,P017,1
2026-07-26,S001,P019,1
2026-07-26,S001,P020,1
2026-07-26,S001,P021,1
2026-07-26,S001,P023,1
2026-07-26,S001,P025,2
2026-07-26,S002,P001,3
2026-07-26,S002,P003,1
2026-07-26,S002,P004,5
2026-07-26,S002,P008,3
2026-07-26,S002,P010,4
2026-07-26,S002,P013,4
2026-07-26,S002,P015,2
2026-07-26,S002,P016,2
2026-07-26,S002,P017,2
2026-07-26,S002,P019,1
2026-07-26,S002,P020,3
2026-07-26,S002,P022,4
2026-07-26,S002,P025,2
2026-07-26,S003,P001,4
2026-07-26,S003,P002,1
2026-07-26,S003,P003,2
2026-07-26,S003,P004,6
2026-07-26,S003,P005,3
2026-07-26,S003,P006,3
2026-07-26,S003,P007,3
2026-07-26,S003,P009,2
2026-07-26,S003,P010,5
2026-07-26,S003,P011,5
2026-07-26,S003,P012,4
2026-07-26,S003,P013,3
2026-07-26,S003,P014,3
2026-07-26,S003,P016,2
2026-07-26,S003,P019,1
2026-07-26,S003,P021,1
2026-07-26,S003,P022,3
2026-07-26,S003,P025,2
2026-07-27,S001,P001,5
2026-07-27,S001,P002,2
2026-07-27,S001,P003,2
2026-07-27,S001,P004,6
2026-07-27,S001,P007,3
2026-07-27,S001,P008,4
2026-07-27,S001,P009,2
